.	
.ыз	nom,intensifier
.сэ	acc,intensifier
.ызлэн	gen,intensifier
.ызлэсь	abl,intensifier
.ызлы	dat,intensifier
.ызтэк	car,intensifier
.ызъя	adv,intensifier
.ыныз	ins,intensifier
.аз	loc,intensifier
.аз	ill,intensifier
.ысьтыз	el,intensifier
.ысеныз	egr,intensifier
.тӥз	prol,intensifier
.озяз	term,intensifier
.ызлань	app,intensifier
.гес	comp
.гем	comp
.	
.есь	pl
.есь|ыз	pl,nom,intensifier
.есь|сэ	pl,acc,intensifier
.есь|ызлэн	pl,gen,intensifier
.есь|ызлэсь	pl,abl,intensifier
.есь|ызлы	pl,dat,intensifier
.есь|ызтэк	pl,car,intensifier
.есь|ызъя	pl,adv,intensifier
.есь|ыныз	pl,ins,intensifier
.есь|аз	pl,loc,intensifier
.есь|аз	pl,ill,intensifier
.есь|ысьтыз	pl,el,intensifier
.есь|ысеныз	pl,egr,intensifier
.есь|тӥз	pl,prol,intensifier
.есь|озяз	pl,term,intensifier
.есь|ызлань	pl,app,intensifier
.есь|гес	pl,comp
.есь|гем	pl,comp
.есь	pl
.ъёс	pl
.ъёс|ыз	pl,nom,intensifier
.ъёс|сэ	pl,acc,intensifier
.ъёс|ызлэн	pl,gen,intensifier
.ъёс|ызлэсь	pl,abl,intensifier
.ъёс|ызлы	pl,dat,intensifier
.ъёс|ызтэк	pl,car,intensifier
.ъёс|ызъя	pl,adv,intensifier
.ъёс|ыныз	pl,ins,intensifier
.ъёс|аз	pl,loc,intensifier
.ъёс|аз	pl,ill,intensifier
.ъёс|ысьтыз	pl,el,intensifier
.ъёс|ысеныз	pl,egr,intensifier
.ъёс|тӥз	pl,prol,intensifier
.ъёс|озяз	pl,term,intensifier
.ъёс|ызлань	pl,app,intensifier
.ъёс|гес	pl,comp
.ъёс|гем	pl,comp
.ъёс	pl
.ёс	pl
.ёс|ыз	pl,nom,intensifier
.ёс|сэ	pl,acc,intensifier
.ёс|ызлэн	pl,gen,intensifier
.ёс|ызлэсь	pl,abl,intensifier
.ёс|ызлы	pl,dat,intensifier
.ёс|ызтэк	pl,car,intensifier
.ёс|ызъя	pl,adv,intensifier
.ёс|ыныз	pl,ins,intensifier
.ёс|аз	pl,loc,intensifier
.ёс|аз	pl,ill,intensifier
.ёс|ысьтыз	pl,el,intensifier
.ёс|ысеныз	pl,egr,intensifier
.ёс|тӥз	pl,prol,intensifier
.ёс|озяз	pl,term,intensifier
.ёс|ызлань	pl,app,intensifier
.ёс|гес	pl,comp
.ёс|гем	pl,comp
.ёс	pl
.ьёс	pl
.ьёс|ыз	pl,nom,intensifier
.ьёс|сэ	pl,acc,intensifier
.ьёс|ызлэн	pl,gen,intensifier
.ьёс|ызлэсь	pl,abl,intensifier
