.эд|гес	nom,2sg,comp
.эд|гем	nom,2sg,comp
.эд	nom,2sg
.ыд|гес	nom,2sg,comp
.ыд|гем	nom,2sg,comp
.ыд	nom,2sg
.ед|гес	nom,2sg,comp
.ед|гем	nom,2sg,comp
.ед	nom,2sg
.эдлэн|гес	gen,2sg,comp
.эдлэн|гем	gen,2sg,comp
.эдлэн	gen,2sg
.ыдлэн|гес	gen,2sg,comp
.ыдлэн|гем	gen,2sg,comp
.ыдлэн	gen,2sg
.едлэн|гес	gen,2sg,comp
.едлэн|гем	gen,2sg,comp
.едлэн	gen,2sg
.эдлэсь|гес	abl,2sg,comp
.эдлэсь|гем	abl,2sg,comp
.эдлэсь	abl,2sg
.ыдлэсь|гес	abl,2sg,comp
.ыдлэсь|гем	abl,2sg,comp
.ыдлэсь	abl,2sg
.едлэсь|гес	abl,2sg,comp
.едлэсь|гем	abl,2sg,comp
.едлэсь	abl,2sg
.эдлы|гес	dat,2sg,comp
.эдлы|гем	dat,2sg,comp
.эдлы	dat,2sg
.ыдлы|гес	dat,2sg,comp
.ыдлы|гем	dat,2sg,comp
.ыдлы	dat,2sg
.едлы|гес	dat,2sg,comp
.едлы|гем	dat,2sg,comp
.едлы	dat,2sg
.эдтэк|гес	car,2sg,comp
.эдтэк|гем	car,2sg,comp
.эдтэк	car,2sg
.ыдтэк|гес	car,2sg,comp
.ыдтэк|гем	car,2sg,comp
.ыдтэк	car,2sg
.едтэк|гес	car,2sg,comp
.едтэк|гем	car,2sg,comp
.едтэк	car,2sg
.эдъя|гес	adv,2sg,comp
.эдъя|гем	adv,2sg,comp
.эдъя	adv,2sg
.ыдъя|гес	adv,2sg,comp
.ыдъя|гем	adv,2sg,comp
.ыдъя	adv,2sg
.едъя|гес	adv,2sg,comp
.едъя|гем	adv,2sg,comp
.едъя	adv,2sg
.эдлань|гес	app,2sg,comp
.эдлань|гем	app,2sg,comp
.эдлань	app,2sg
.ыдлань|гес	app,2sg,comp
.ыдлань|гем	app,2sg,comp
.ыдлань	app,2sg
.едлань|гес	app,2sg,comp
.едлань|гем	app,2sg,comp
.едлань	app,2sg
.дэ|гес	acc,2sg,comp
.дэ|гем	acc,2sg,comp
.дэ	acc,2sg
.тэ|гес	acc,2sg,comp
.тэ|гем	acc,2sg,comp
.тэ	acc,2sg
.эныд|гес	ins,2sg,comp
.эныд|гем	ins,2sg,comp
.эныд	ins,2sg
.ыныд|гес	ins,2sg,comp
.ыныд|гем	ins,2sg,comp
.ыныд	ins,2sg
.еныд|гес	ins,2sg,comp
.еныд|гем	ins,2sg,comp
.еныд	ins,2sg
.ад|гес	loc,2sg,comp
.ад|гем	loc,2sg,comp
.ад	loc,2sg
.ад|гес	ill,2sg,comp
.ад|гем	ill,2sg,comp
.ад	ill,2sg
.яд|гес	loc,2sg,comp
.яд|гем	loc,2sg,comp
.яд	loc,2sg
.яд|гес	ill,2sg,comp
.яд|гем	ill,2sg,comp
.яд	ill,2sg
.ысьтыд|гес	el,2sg,comp
.ысьтыд|гем	el,2sg,comp
.ысьтыд	el,2sg
.ысеныд|гес	egr,2sg,comp
.ысеныд|гем	egr,2sg,comp
.ысеныд	egr,2sg
.озяд|гес	term,2sg,comp
.озяд|гем	term,2sg,comp
.озяд	term,2sg
.этӥд|гес	prol,2sg,comp
.этӥд|гем	prol,2sg,comp
.этӥд	prol,2sg
.ытӥд|гес	prol,2sg,comp
.ытӥд|гем	prol,2sg,comp
.ытӥд	prol,2sg
.тӥд|гес	prol,2sg,comp
.тӥд|гем	prol,2sg,comp
.тӥд	prol,2sg
.етӥд|гес	prol,2sg,comp
.етӥд|гем	prol,2sg,comp
.етӥд	prol,2sg
